city,state_id,county_name,population,density,zips
Dumas,AR,Desha,4525,509,71639
Tyronza,AR,Poinsett,748,187,72386
Caldwell,AR,St. Francis,485,58,72326 72322 72335
Rose Bud,AR,White,487,31,72137
Cave City,AR,Sharp,1909,288,72521
Tillar,AR,Drew,220,108,71670
Hot Springs,AR,Garland,57819,390,71901 71913 71902 71914
McCrory,AR,Woodruff,1555,254,72101
Humnoke,AR,Lonoke,278,341,72072
Corinth,AR,Yell,67,8,72824
Guy,AR,Faulkner,782,44,72058 72061
Widener,AR,St. Francis,251,187,72394
Traskwood,AR,Saline,539,36,72167
Ashdown,AR,Little River,3887,239,71822
St. Paul,AR,Madison,100,145,72760
Franklin,AR,Izard,191,34,72536
Stamps,AR,Lafayette,1505,192,71860
South Lead Hill,AR,Boone,100,309,72644
Texarkana,AR,Miller,30259,278,71854
Subiaco,AR,Logan,558,113,72855 72865
Wickes,AR,Polk,735,122,71973
Mansfield,AR,Sebastian,1101,184,72944
Bellefonte,AR,Boone,467,289,72601
Wooster,AR,Faulkner,1061,142,72058
Fulton,AR,Hempstead,195,431,71838
Tuckerman,AR,Jackson,1726,227,72473
Sidney,AR,Sharp,183,34,72577
Antoine,AR,Pike,112,84,71922
Mountain Pine,AR,Garland,773,179,71956
North Little Rock,AR,Pulaski,65911,486,72113 72116 72114 72118 72117 72115 72124 72190 72199 72214
Johnson,AR,Washington,3674,392,72704 72762 72741
Prairie Creek,AR,Benton,2150,190,72756
Ash Flat,AR,Sharp,1089,66,72513
Lafe,AR,Greene,468,88,72436 72443
Lost Bridge Village,AR,Benton,416,49,72732
Cotter,AR,Baxter,938,150,72635 72626
Rondo,AR,Lee,169,64,72355
Tull,AR,Grant,460,44,72015
Hagarville,AR,Johnson,196,18,72839 72846
Gurdon,AR,Clark,2098,334,71743
Marmaduke,AR,Greene,1242,369,72443
Highfill,AR,Benton,652,14,72734 72712
Bradley,AR,Lafayette,550,232,71826
Crossett,AR,Ashley,7096,332,71635
Blytheville,AR,Mississippi,16388,261,72315 72316
Carlisle,AR,Lonoke,2182,173,72024
Fargo,AR,Monroe,83,70,72021
Mountain Home,AR,Baxter,14047,400,72653 72654
Datto,AR,Clay,93,57,72424
Pea Ridge,AR,Benton,5721,310,72751
Paragould,AR,Greene,26858,347,72450 72451
Coal Hill,AR,Johnson,1026,143,72840 72832
Pollard,AR,Clay,202,262,72456
Central City,AR,Sebastian,500,86,72941
Anthonyville,AR,Crittenden,147,740,72376
Hartford,AR,Sebastian,640,131,72938
Corning,AR,Clay,2954,385,72422
Shirley,AR,Van Buren,276,44,72153
Greenwood,AR,Sebastian,9054,335,72936
Bauxite,AR,Saline,546,69,72011
Chidester,AR,Ouachita,264,19,71726
Birdsong,AR,Mississippi,41,129,72386
Keiser,AR,Mississippi,707,735,72351
Centerton,AR,Benton,14001,412,72712 72719
Pleasant Plains,AR,Independence,358,153,72568
Calico Rock,AR,Izard,1760,144,72519
Norman,AR,Montgomery,362,124,71960
Mulberry,AR,Crawford,1641,82,72947
Sunset,AR,Crittenden,188,325,72364
Madison,AR,St. Francis,690,152,72359 72335
Minturn,AR,Lawrence,103,74,72433 72445
Vandervoort,AR,Polk,84,112,71937 71972
Murfreesboro,AR,Pike,1554,300,71958
Southside,AR,Independence,3954,155,72501
Osceola,AR,Mississippi,7392,284,72370
Kibler,AR,Crawford,1001,81,72956 72921
Swifton,AR,Jackson,745,523,72471
Knoxville,AR,Johnson,761,92,72845
Magnet Cove,AR,Hot Spring,274,51,72104
Yellville,AR,Marion,1159,180,72687
Jericho,AR,Crittenden,112,93,72327
Valley Springs,AR,Boone,170,127,72601
LaGrange,AR,Lee,77,196,72355 72360
Higden,AR,Cleburne,116,89,72067
Oden,AR,Montgomery,215,101,71961
Hughes,AR,St. Francis,1275,217,72348
Casa,AR,Perry,169,59,72025
Cash,AR,Craighead,351,369,72421
Griffithville,AR,White,224,218,72060
Smithville,AR,Lawrence,73,42,72466
Beaver,AR,Carroll,97,118,72631
Pyatt,AR,Marion,230,70,72672
Russellville,AR,Pope,34373,399,72802 72801 72811
Horatio,AR,Sevier,1041,225,71842
Cabot,AR,Lonoke,26141,501,72023
Hoxie,AR,Lawrence,2632,152,72433 72476
Lewisville,AR,Lafayette,1150,206,71845
Atkins,AR,Pope,3038,191,72823
Augusta,AR,Woodruff,1986,390,72006
Harrison,AR,Boone,14096,450,72601 72602
Mountain View,AR,Stone,2853,150,72560
Sulphur Springs,AR,Benton,540,207,72768
Earle,AR,Crittenden,2244,266,72331
Plumerville,AR,Conway,779,280,72127
Lepanto,AR,Poinsett,1833,471,72354
Glenwood,AR,Pike,2122,92,71943
Gilmore,AR,Crittenden,250,7,72384 72339
Garland,AR,Miller,240,105,71839
Wheatley,AR,St. Francis,313,39,72392
Black Rock,AR,Lawrence,619,72,72415 72476
Caddo Valley,AR,Clark,595,80,71923
Pottsville,AR,Pope,3186,93,72858 72802
Garner,AR,White,285,174,72143
Lakeview,AR,Baxter,715,265,72642
Jasper,AR,Newton,440,304,72641
Harrell,AR,Calhoun,249,153,71744 71745
Louann,AR,Ouachita,150,243,71751
Concord,AR,Cleburne,236,31,72523
Mineral Springs,AR,Howard,1166,200,71851
Hartman,AR,Johnson,539,155,72840
Benton,AR,Saline,35789,617,72019 72015 72018 72158
Strawberry,AR,Lawrence,290,48,72469
Taylor,AR,Columbia,523,203,71861
Salem,AR,Fulton,1608,167,72576
Cove,AR,Polk,372,89,71937
Imboden,AR,Lawrence,630,252,72434
Havana,AR,Yell,361,231,72842
Scranton,AR,Logan,222,169,72863
Sulphur Rock,AR,Independence,461,142,72579
Dyer,AR,Crawford,900,120,72921 72935
DeWitt,AR,Arkansas,2984,398,72042
Rosston,AR,Nevada,241,21,71858
Zinc,AR,Boone,101,51,72601
Jerome,AR,Drew,35,133,71638
Bassett,AR,Mississippi,160,252,72350
Farmington,AR,Washington,6893,270,72730
Fourche,AR,Perry,63,122,72016
Bodcaw,AR,Nevada,127,16,71858
Alma,AR,Crawford,5738,386,72921
Grannis,AR,Polk,576,28,71944
Marion,AR,Crittenden,12440,237,72364
Joiner,AR,Mississippi,521,326,72350
Magnolia,AR,Columbia,10339,335,71753 71754
Diaz,AR,Jackson,1227,79,72112 72043
Searcy,AR,White,27180,504,72149 72143 72145
Donaldson,AR,Hot Spring,301,196,71941
Moro,AR,Lee,183,73,72368
Maumelle,AR,Pulaski,18214,582,72113
Berryville,AR,Carroll,4883,346,72616
St. Charles,AR,Arkansas,213,91,72140
Avoca,AR,Benton,516,106,72756
Van Buren,AR,Crawford,23509,590,72956 72957
Leola,AR,Grant,501,226,72084
Lonoke,AR,Lonoke,4061,336,72086
Luxora,AR,Mississippi,1060,480,72358
Beedeville,AR,Jackson,100,33,72014 72101
Rye,AR,Cleveland,184,16,71671 71665
Diamond City,AR,Boone,792,108,72630 72644
Rudy,AR,Crawford,163,46,72921 72952
McCaskill,AR,Hempstead,92,48,71847
Banks,AR,Bradley,115,118,71631
Scott,AR,Lonoke,28,3,72142
Forrest City,AR,St. Francis,12728,336,72335 72336
El Dorado,AR,Union,18086,429,71730 71731
De Valls Bluff,AR,Prairie,569,215,72041
Lowell,AR,Benton,9215,385,72745
Manila,AR,Mississippi,3064,347,72442
Hunter,AR,Woodruff,95,59,72074
Campbell Station,AR,Jackson,237,53,72112 72473
Oxford,AR,Izard,670,38,72517 72565
Grubbs,AR,Jackson,359,244,72431 72112
Big Flat,AR,Baxter,103,37,72617
St. Francis,AR,Clay,234,245,72464 72454
Friendship,AR,Hot Spring,190,103,71923
England,AR,Lonoke,2683,493,72046
Portland,AR,Ashley,400,143,71663
West Point,AR,White,181,162,72143
Perry,AR,Perry,275,231,72125
Natural Steps,AR,Pulaski,551,76,72135
East Camden,AR,Ouachita,841,471,71701
Monette,AR,Craighead,1593,109,72447
Cammack Village,AR,Pulaski,738,1007,72207
Belleville,AR,Yell,424,87,72824
Oak Grove Heights,AR,Greene,1048,135,72450
Daisy,AR,Pike,110,37,71950
Mount Pleasant,AR,Izard,414,45,72561
Amagon,AR,Jackson,93,324,72005
Salesville,AR,Baxter,462,39,72653
Wiederkehr Village,AR,Franklin,46,4,72821 72949
Prescott,AR,Nevada,2549,181,71857
Allport,AR,Lonoke,116,242,72046 72072
Garfield,AR,Benton,572,71,72732
Bigelow,AR,Perry,331,148,72016
Almyra,AR,Arkansas,271,269,72003
Eureka Springs,AR,Carroll,2074,118,72632
Wilson,AR,Mississippi,853,314,72395
Sherwood,AR,Pulaski,31081,576,72120 72076 72117 72216
Portia,AR,Lawrence,407,121,72433 72457
Patterson,AR,Woodruff,405,144,72123 72101
Omaha,AR,Boone,179,177,72662
Perrytown,AR,Hempstead,252,69,71801
Chester,AR,Crawford,166,125,72934
Tinsman,AR,Calhoun,44,32,71744
North Crossett,AR,Ashley,2941,109,71635
Bergman,AR,Boone,450,133,72601
East End,AR,Saline,7179,138,72065 72206 72103
Dierks,AR,Howard,1102,221,71833
Enola,AR,Faulkner,346,49,72047
Alicia,AR,Lawrence,117,357,72410
Alexander,AR,Pulaski,3057,523,72002
Ravenden Springs,AR,Randolph,118,39,72460
Leachville,AR,Mississippi,1792,347,72438
Elm Springs,AR,Washington,2320,155,72762 72728
Green Forest,AR,Carroll,2576,465,72638
Mayflower,AR,Faulkner,2471,242,72106
Nashville,AR,Howard,4337,316,71852
Avilla,AR,Saline,1098,72,72002
Turrell,AR,Crittenden,566,40,72384
Ozark,AR,Franklin,3090,180,72949 72820
Holly Grove,AR,Monroe,539,205,72069
Waldenburg,AR,Poinsett,60,170,72479 72475
Piggott,AR,Clay,3221,260,72454
Kirby,AR,Pike,993,26,71921 71950
Monticello,AR,Drew,9665,341,71655 71656 71657
Quitman,AR,Cleburne,724,146,72131
Landmark,AR,Pulaski,3313,138,72206
Altus,AR,Franklin,738,152,72821 72949
Norphlet,AR,Union,805,152,71730 71759
Jonesboro,AR,Craighead,73788,366,72467 72404 72401 72402 72403
Jacksonville,AR,Pulaski,28513,385,72099 72076 72078
Cherokee City,AR,Benton,41,33,72734
Weiner,AR,Poinsett,690,195,72479
Foreman,AR,Little River,928,180,71836
Evening Shade,AR,Sharp,430,102,72532
Russell,AR,White,218,405,72010 72139
Newark,AR,Independence,1185,265,72562
Morrilton,AR,Conway,6161,294,72110
Lavaca,AR,Sebastian,2444,424,72941
Clinton,AR,Van Buren,2486,74,72031
Viola,AR,Fulton,337,89,72583
Marie,AR,Mississippi,78,204,72395 72370
Lexa,AR,Phillips,243,228,72355
Springtown,AR,Benton,96,68,72734
Knobel,AR,Clay,267,244,72435
Reed,AR,Desha,153,310,71670
Hot Springs Village,AR,Saline,13918,94,71909 71910
Winthrop,AR,Little River,180,66,71866
De Queen,AR,Sevier,6206,423,71832
Peach Orchard,AR,Clay,125,46,72453
Cedarville,AR,Crawford,1399,60,72932
Dennard,AR,Van Buren,415,7,72645 72629
Pangburn,AR,White,585,414,72121
Fairfield Bay,AR,Van Buren,2207,56,72088
Lonsdale,AR,Garland,98,93,72087
Fountain Lake,AR,Garland,528,48,71901
Fisher,AR,Poinsett,220,280,72429
O'Kean,AR,Randolph,190,71,72449 72476
Magness,AR,Independence,211,132,72562 72501 72553
Summit,AR,Marion,589,188,72687 72677
Fayetteville,AR,Washington,341890,609,72704 72703 72701 72702
Bull Shoals,AR,Marion,1944,153,72619
Hampton,AR,Calhoun,1280,163,71744
Little Flock,AR,Benton,2754,143,72756
Mount Ida,AR,Montgomery,1005,247,71957
New Blaine,AR,Logan,142,33,72851 72835
Sherrill,AR,Jefferson,76,223,72152
Menifee,AR,Conway,311,52,72107
Dardanelle,AR,Yell,4560,483,72834
Greenway,AR,Clay,195,289,72430
Oak Grove,AR,Carroll,385,51,72638 72660
Bryant,AR,Saline,20194,382,72002 72022 72089
Carthage,AR,Dallas,312,121,71725 72084
Newport,AR,Jackson,6137,219,72112 72075
Ulm,AR,Prairie,159,235,72170
White Hall,AR,Jefferson,5054,279,71602
Dyess,AR,Mississippi,370,148,72330 72391
Trumann,AR,Poinsett,6951,535,72472
Egypt,AR,Craighead,111,127,72427
Hardy,AR,Sharp,760,57,72542 72525
Maysville,AR,Benton,90,14,72736
Blue Mountain,AR,Logan,122,43,72826 72943
Gateway,AR,Benton,473,28,72732 72733
Springdale,AR,Washington,79599,656,72764 72762 72765 72766
Lake City,AR,Craighead,2451,304,72437
Pocahontas,AR,Randolph,5755,338,72455
Emerson,AR,Columbia,343,133,71740
Wrightsville,AR,Pulaski,2304,420,72206 72183
Center Ridge,AR,Conway,582,25,72027
Powhatan,AR,Lawrence,64,113,72458
Mount Vernon,AR,Faulkner,147,56,72111
Helena-West Helena,AR,Phillips,9864,315,72390 72342
Melbourne,AR,Izard,1813,114,72556
Hensley,AR,Pulaski,64,24,72065
Fordyce,AR,Dallas,3487,221,71742
Holiday Island,AR,Carroll,2247,80,72631
McNab,AR,Hempstead,65,73,71838
Lockesburg,AR,Sevier,725,80,71846
West Fork,AR,Washington,2587,276,72774
Goshen,AR,Washington,1760,60,72703 72727 72735
Houston,AR,Perry,172,65,72070
Horseshoe Bend,AR,Izard,2126,61,72512
Fredonia,AR,Prairie,335,134,72017
Altheimer,AR,Jefferson,846,159,72004
West Memphis,AR,Crittenden,24860,332,72301 72364 72303
Woodson,AR,Pulaski,327,29,72065 72206 72180
Whelen Springs,AR,Clark,86,141,71772 71743
Staves,AR,Cleveland,150,23,71665
Harrisburg,AR,Poinsett,2347,384,72432
Black Springs,AR,Montgomery,95,82,71960
Huttig,AR,Union,548,71,71747
Huntington,AR,Sebastian,624,360,72940
Western Grove,AR,Newton,359,128,72685
Oakhaven,AR,Hempstead,60,503,71801
Jacksonport,AR,Jackson,202,207,72112
Booneville,AR,Logan,3220,377,72927
Tumbling Shoals,AR,Cleburne,1005,39,72581
Flippin,AR,Marion,1327,280,72634
Humphrey,AR,Arkansas,498,147,72073
Austin,AR,Lonoke,3282,433,72007 72176
Piney,AR,Garland,4385,260,71913
Gassville,AR,Baxter,2136,240,72635
Caulksville,AR,Logan,203,58,72951 72855
Palestine,AR,St. Francis,607,74,72372
Perryville,AR,Perry,1436,129,72126
Georgetown,AR,White,127,169,72143
Rockwell,AR,Garland,4049,497,71913
Ratcliff,AR,Logan,193,41,72951
Holland,AR,Faulkner,554,31,72173 72032
Leslie,AR,Searcy,415,211,72645
Tupelo,AR,Jackson,168,206,72169
Wilmot,AR,Ashley,507,110,71676
Prairie Grove,AR,Washington,4190,237,72753 72730
Bonanza,AR,Sebastian,566,77,72916
Cushman,AR,Independence,457,43,72501 72526
Hazen,AR,Prairie,1383,152,72064
Mitchellville,AR,Desha,323,1035,71639
Perla,AR,Hot Spring,244,98,72104
Hector,AR,Pope,467,79,72843
Colt,AR,St. Francis,344,105,72326
Hope,AR,Hempstead,9688,353,71801 71802
Marvell,AR,Phillips,986,265,72366
Higginson,AR,White,664,275,72143 72068
Arkansas City,AR,Desha,325,257,71630
Delaplaine,AR,Greene,117,40,72425
Guion,AR,Izard,84,58,72540 72556
Emmet,AR,Nevada,460,123,71835
Rison,AR,Cleveland,1256,150,71665
Kingsland,AR,Cleveland,414,142,71652
Calion,AR,Union,459,161,71724 71730
Gibson,AR,Pulaski,5415,439,72120
Lamar,AR,Johnson,1715,143,72846
Maynard,AR,Randolph,411,149,72444
Marked Tree,AR,Poinsett,2501,167,72365
Warren,AR,Bradley,5463,310,71671
Keo,AR,Lonoke,256,20,72083 72046
